X直播電視台
香港☒頻道,#genre#
FOXActionMovies,http://185.180.221.194:8278/streams/d/Foxactionhd/playlist.m3u8
FOXCRIME,http://185.180.221.194:8278/streams/d/Foxcrime/playlist.m3u8
AnimaxHD,http://185.180.221.194:8278/streams/d/Animax/playlist.m3u8
AnimaxHD,https://livecdn.fptplay.net/hda3/animaxport_2000.stream/.m3u8
NHK,https://nhkw-zh-hlscomp.akamaized.net/8thz5iufork8wjip/playlist.m3u8
BBCWorldNews,http://103.199.161.254/Content/bbcworld/Live/Channel(BBCworld)/index.m3u8
TVNMovie,http://185.180.221.194:8278/streams/d/Tvnmovie/playlist.m3u8
SBSStar,https://streaming-a-802.cdn.nextologies.com/SBS_18/live/SBS_18_1500k/chunks.m3u8
Sony One50,http://50.7.161.82:8278/streams/d/SetOne/playlist.m3u8
Sony ONE185,http://185.180.221.194:8278/streams/d/One/playlist.m3u8
KBS World50,http://50.7.161.82:8278/streams/d/KBS/playlist.m3u8
Channel V,https://livecdn.fptplay.net/foxlive/channelvhd_hls.smil/chunklist_b2500000.m3u8
Channel V,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/CHANNELV-HD-1080p/playlist.m3u8
Channel V,rtmp://ivi.bupt.edu.cn:1935/livetv/channelv
BBCLifestyle,https://livecdn.fptplay.net/qnetlive/bbclifestyle_2000.stream/chunklist.m3u8
BBCEarth,http://185.180.221.194:8278/streams/d/Bbcearth/playlist.m3u8
国家地理野生频道,http://50.7.161.82:8278/streams/d/Natgeowild/playlist.m3u8
国家地理悠人频道,http://185.180.221.194:8278/streams/d/Natgeopeople/playlist.m3u8
Discovery,http://htv-drm-live-cdn.fptplay.net/CDN-FPT02/DISCOVERY-HD-1080p/playlist.m3u8
Discovery,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/DISCOVERY-HD-1080p/playlist.m3u8
Disney,http://185.180.221.194:8278/streams/d/Disneyxd/playlist.m3u8 
动物星球,http://50.7.161.82:8278/streams/d/AnimalPlanet/playlist.m3u8
动物星球,http://185.180.221.194:8278/streams/d/AnimalPlanet/playlist.m3u8
Outdoor,https://livecdn.fptplay.net/world/outdoorfhd_hls.smil/chunklist_b2500000.m3u8
FashionTV,https://fashiontv-fashiontv-4-de.samsung.wurl.com/manifest/playlist.m3u8
FashionTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1702070444.m3u8
FashionTV,http://lb.streaming.sk/fashiontv/stream/chunklist_w1402273512.m3u8
CNN,https://cnn-cnninternational-1-de.samsung.wurl.com/manifest/playlist.m3u8
SkyNews,https://skynews2-plutolive-vo.akamaized.net/cdhlsskynewsamericas/1013/latest.m3u8
TV1,http://185.180.221.194:8278/streams/d/TV1/playlist.m3u8
TV2,http://185.180.221.194:8278/streams/d/TV2/playlist.m3u8
TV3,http://185.180.221.194:8278/streams/d/TV3/playlist.m3u8
NTV7,http://185.180.221.194:8278/streams/d/NTV7/playlist.m3u8
8TV,http://185.180.221.194:8278/streams/d/TV8/playlist.m3u8
TV9,http://185.180.221.194:8278/streams/d/TV9/playlist.m3u8
Astro Arena,http://185.180.221.194:8278/streams/d/Arena/playlist.m3u8
Astro Awani,http://185.180.221.194:8278/streams/d/Awani/playlist.m3u8
Astro AEC,http://185.180.221.194:8278/streams/d/Aec/playlist.m3u8
Astro Warna,http://185.180.221.194:8278/streams/d/Warna/playlist.m3u8
Astro Ria,http://185.180.221.194:8278/streams/d/Ria/playlist.m3u8
Astro Prima,http://185.180.221.194:8278/streams/d/Prima/playlist.m3u8
Astro Oasis,http://185.180.221.194:8278/streams/d/Oasis/playlist.m3u8
Astro Citra,http://185.180.221.194:8278/streams/d/Citra/playlist.m3u8
BOO,http://185.180.221.194:8278/streams/d/Boo/playlist.m3u8
Hello,http://185.180.221.194:8278/streams/d/Hello/playlist.m3u8
Naura,http://185.180.221.194:8278/streams/d/Naura/playlist.m3u8
TVB Xing He,http://185.180.221.194:8278/streams/d/Xinhe/playlist.m3u8
Astro Quan Jia,http://185.180.221.194:8278/streams/d/Quanjia/playlist.m3u8
Astro AOD,http://185.180.221.194:8278/streams/d/AodHD/playlist.m3u8
Astro Xiao Tai Yang,http://185.180.221.194:8278/streams/d/Xiaotaiyang/playlist.m3u8
Astro Hua Hee Dai,http://185.180.221.194:8278/streams/d/Huahee/playlist.m3u8
Astro Shuang Xing,http://185.180.221.194:8278/streams/d/Shuangxing/playlist.m3u8
iQIYI,http://185.180.221.194:8278/streams/d/Qiyi/playlist.m3u8
Thrill,http://185.180.221.194:8278/streams/d/Thrill/playlist.m3u8
AXN HD,https://htv-drm-live-cdn.fptplay.net/CDN-FPT02/AXN-HD-1080p/playlist.m3u8
AXN,http://185.180.221.194:8278/streams/d/Axn/playlist.m3u8
TLC,http://185.180.221.194:8278/streams/d/Tlc/playlist.m3u8
AFN,http://185.180.221.194:8278/streams/d/Afc/playlist.m3u8
HITS,http://185.180.221.194:8278/streams/d/Hits/playlist.m3u8
HITS MOVIES,http://185.180.221.194:8278/streams/d/Hitsmovie/playlist.m3u8
Celestial Movie,http://185.180.221.194:8278/streams/d/Celestial/playlist.m3u8
CCM,http://185.180.221.194:8278/streams/d/Celestial2/playlist.m3u8
ONE,http://185.180.221.194:8278/streams/d/One/playlist.m3u8


電影©輪播,#genre#
淘电影[高清],http://39.134.134.85:80/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226552/1.m3u8
周星驰,http://auney.gearhostpreview.com/huya.php?id=11342412
林正英,http://auney.gearhostpreview.com/huya.php?id=11342421
成龙,http://auney.gearhostpreview.com/huya.php?id=11342386
李连杰,http://auney.gearhostpreview.com/huya.php?id=11342390
赌片,http://auney.gearhostpreview.com/huya.php?id=11342399
黑帮,http://auney.gearhostpreview.com/huya.php?id=11336719
吴京,http://auney.gearhostpreview.com/huya.php?id=11602045
科幻动作,http://auney.gearhostpreview.com/huya.php?id=11352964
国产喜剧,http://auney.gearhostpreview.com/huya.php?id=11602044
丧尸,http://auney.gearhostpreview.com/huya.php?id=11352962
五福星,http://auney.gearhostpreview.com/huya.php?id=11282233
甄子丹,http://auney.gearhostpreview.com/huya.php?id=11352935
卧底警匪,http://auney.gearhostpreview.com/huya.php?id=11352886
周润发,http://auney.gearhostpreview.com/huya.php?id=11342387
变形金刚,http://auney.gearhostpreview.com/huya.php?id=11342433
沈腾,http://auney.gearhostpreview.com/huya.php?id=11601968
盗墓系列,http://auney.gearhostpreview.com/huya.php?id=11352913
洪金宝,http://auney.gearhostpreview.com/huya.php?id=11342427
灾难电影,http://auney.gearhostpreview.com/huya.php?id=11352871
终结者电影,http://auney.gearhostpreview.com/huya.php?id=11352979
徐峥,http://auney.gearhostpreview.com/huya.php?id=11602043
漫威,http://auney.gearhostpreview.com/huya.php?id=11602075
刘德华,http://auney.gearhostpreview.com/huya.php?id=11342424
韩国犯罪动作,http://auney.gearhostpreview.com/huya.php?id=11601956
速度与激情,http://auney.gearhostpreview.com/huya.php?id=11352949
香港恐怖,http://auney.gearhostpreview.com/huya.php?id=11601960
异性怪物,http://auney.gearhostpreview.com/huya.php?id=11352938
历年贺岁档,http://auney.gearhostpreview.com/huya.php?id=11601986
杰森斯坦森,http://auney.gearhostpreview.com/huya.php?id=11336572
港产搞笑,http://auney.gearhostpreview.com/huya.php?id=11342423
复仇者联盟,http://auney.gearhostpreview.com/huya.php?id=11602041
惊悚,http://auney.gearhostpreview.com/huya.php?id=11342432
黑帮电影,http://auney.gearhostpreview.com/huya.php?id=11342419
史诗战争,http://auney.gearhostpreview.com/huya.php?id=11342435
丧尸2,http://auney.gearhostpreview.com/huya.php?id=11342422
粤语港片,http://auney.gearhostpreview.com/huya.php?id=11352894
钢铁侠,http://auney.gearhostpreview.com/huya.php?id=11602034
机甲电影,http://auney.gearhostpreview.com/huya.php?id=11352876
猎奇电影,http://auney.gearhostpreview.com/huya.php?id=11601970
韩国电影,http://auney.gearhostpreview.com/huya.php?id=11352880
欧美特工,http://auney.gearhostpreview.com/huya.php?id=11602069
加勒比海盗,http://auney.gearhostpreview.com/huya.php?id=11602046
指环王,http://auney.gearhostpreview.com/huya.php?id=11352916
哈利波特,http://auney.gearhostpreview.com/huya.php?id=11352906
电锯惊魂,http://auney.gearhostpreview.com/huya.php?id=11342437
最佳拍档,http://auney.gearhostpreview.com/huya.php?id=11342397
金庸电影,http://auney.gearhostpreview.com/huya.php?id=11352897
热血高校,http://auney.gearhostpreview.com/huya.php?id=11342402
许氏电影,http://auney.gearhostpreview.com/huya.php?id=11602033
第一滴血,http://auney.gearhostpreview.com/huya.php?id=11352934
小丑电影,http://auney.gearhostpreview.com/huya.php?id=11352941
外国电影,http://auney.gearhostpreview.com/huya.php?id=11342428
游戏改编电影,http://auney.gearhostpreview.com/huya.php?id=10871113
奥斯卡提名,http://auney.gearhostpreview.com/huya.php?id=11352969
黑夜传说,http://auney.gearhostpreview.com/huya.php?id=11352881
开心鬼,http://auney.gearhostpreview.com/huya.php?id=11342388
香港霸王花,http://auney.gearhostpreview.com/huya.php?id=11352909
爱情公寓,http://auney.gearhostpreview.com/huya.php?id=11336726
武林外传,http://auney.gearhostpreview.com/huya.php?id=11352915
插翅难逃,http://auney.gearhostpreview.com/huya.php?id=11352940
神探狄仁杰,http://auney.gearhostpreview.com/huya.php?id=11352958
家有儿女,http://auney.gearhostpreview.com/huya.php?id=11352872
少年包青天,http://auney.gearhostpreview.com/huya.php?id=11342393
好先生,http://auney.gearhostpreview.com/huya.php?id=11352973
火蓝刀锋,http://auney.gearhostpreview.com/huya.php?id=11336592
知否知否,http://auney.gearhostpreview.com/huya.php?id=11602068
士兵突击,http://auney.gearhostpreview.com/huya.php?id=11342430
搞笑一家人,http://auney.gearhostpreview.com/huya.php?id=11601978
少帅,http://auney.gearhostpreview.com/huya.php?id=11342414
生活大爆炸,http://auney.gearhostpreview.com/huya.php?id=11352959
卫国无敌,http://auney.gearhostpreview.com/huya.php?id=11336578
大宅门,http://auney.gearhostpreview.com/huya.php?id=11601982
鹿鼎记陈小春,http://auney.gearhostpreview.com/huya.php?id=11352910
炊事班的故事,http://auney.gearhostpreview.com/huya.php?id=11352895
齐天大圣孙悟空,http://auney.gearhostpreview.com/huya.php?id=11342395
正阳门下,http://auney.gearhostpreview.com/huya.php?id=11352965
命案十三宗,http://auney.gearhostpreview.com/huya.php?id=11601981
永不磨灭的番号,http://auney.gearhostpreview.com/huya.php?id=11352875
倚天屠龙记,http://auney.gearhostpreview.com/huya.php?id=11342403
我和僵尸有个约会,http://auney.gearhostpreview.com/huya.php?id=11352948
三生三世,http://auney.gearhostpreview.com/huya.php?id=11602085
龙门镖局,http://auney.gearhostpreview.com/huya.php?id=11352874
老九门,http://auney.gearhostpreview.com/huya.php?id=11352887
潜伏,http://auney.gearhostpreview.com/huya.php?id=11601958
屌丝男士,http://auney.gearhostpreview.com/huya.php?id=11342420
西游记,http://auney.gearhostpreview.com/huya.php?id=11602031
民兵葛二蛋,http://auney.gearhostpreview.com/huya.php?id=11602072
大染坊,http://auney.gearhostpreview.com/huya.php?id=11352905
芈月传,http://auney.gearhostpreview.com/huya.php?id=11352918
伪装者,http://auney.gearhostpreview.com/huya.php?id=11602086
我的兄弟叫顺溜,http://auney.gearhostpreview.com/huya.php?id=11601957
还珠格格,http://auney.gearhostpreview.com/huya.php?id=11342415
天龙八部胡军,http://auney.gearhostpreview.com/huya.php?id=11602036
新倚天屠龙记,http://auney.gearhostpreview.com/huya.php?id=11602067
韩剧剧场,http://auney.gearhostpreview.com/huya.php?id=11352904
欢乐颂,http://auney.gearhostpreview.com/huya.php?id=11601979
法证先锋,http://auney.gearhostpreview.com/huya.php?id=11342398
神话,http://auney.gearhostpreview.com/huya.php?id=11602074
医馆笑传,http://auney.gearhostpreview.com/huya.php?id=11352891
情满四合院,http://auney.gearhostpreview.com/huya.php?id=11342426
父母爱情,http://auney.gearhostpreview.com/huya.php?id=11352920
毛骗,http://auney.gearhostpreview.com/huya.php?id=11352912
都挺好,http://auney.gearhostpreview.com/huya.php?id=11602084
老友记,http://auney.gearhostpreview.com/huya.php?id=11352945
香蜜沉沉,http://auney.gearhostpreview.com/huya.php?id=11352892
我的团长我的团,http://auney.gearhostpreview.com/huya.php?id=11342416
大宋提刑官,http://auney.gearhostpreview.com/huya.php?id=11279251
爱死亡机器人,http://auney.gearhostpreview.com/huya.php?id=11601964
魔幻手机,http://auney.gearhostpreview.com/huya.php?id=11602065
行尸走肉,http://auney.gearhostpreview.com/huya.php?id=11352963
旋风十一人,http://auney.gearhostpreview.com/huya.php?id=11342400
猪八戒系列,http://auney.gearhostpreview.com/huya.php?id=11352877
犬夜叉,http://auney.gearhostpreview.com/huya.php?id=11352893
王子变青蛙,http://auney.gearhostpreview.com/huya.php?id=11352960
我的前半生,http://auney.gearhostpreview.com/huya.php?id=11601971
新神雕侠侣古天乐,http://auney.gearhostpreview.com/huya.php?id=11352878
我们结婚吧,http://auney.gearhostpreview.com/huya.php?id=11342394
极品家丁,http://auney.gearhostpreview.com/huya.php?id=11352884
血色浪漫,http://auney.gearhostpreview.com/huya.php?id=11602055
花千骨,http://auney.gearhostpreview.com/huya.php?id=11602058
聊斋志异,http://auney.gearhostpreview.com/huya.php?id=11602054
高分韩剧,http://auney.gearhostpreview.com/huya.php?id=11352903
射雕英雄传朱茵,http://auney.gearhostpreview.com/huya.php?id=11342438
欢喜密探,http://auney.gearhostpreview.com/huya.php?id=11336590
黑洞,http://auney.gearhostpreview.com/huya.php?id=11602088
韩剧探案,http://auney.gearhostpreview.com/huya.php?id=11336725
我非英雄,http://auney.gearhostpreview.com/huya.php?id=19524135
勇敢的心,http://auney.gearhostpreview.com/huya.php?id=11602037
极限男人帮,http://auney.gearhostpreview.com/huya.php?id=11352914
奔跑吧兄弟,http://auney.gearhostpreview.com/huya.php?id=11601972
向往的生活,http://auney.gearhostpreview.com/huya.php?id=11342436
Running Man,http://auney.gearhostpreview.com/huya.php?id=11352883
明星大侦探,http://auney.gearhostpreview.com/huya.php?id=11336579
相声小品,http://auney.gearhostpreview.com/huya.php?id=11336593
王牌对王牌,http://auney.gearhostpreview.com/huya.php?id=11601961
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225667/index.m3u8
